id	name	full_time_course	time_18h	time_48h
ENSG00000147099	HDAC8	non-DE	non-DE	non-DE
ENSG00000147118	ZNF182	non-DE	Yers-Salm	non-DE
ENSG00000147119	CHST7	Yers-Salm	non-DE	non-DE
ENSG00000147121	KRBOX4	48 h	non-DE	All
ENSG00000147123	NDUFB11	18 & 48 h	Virulent	All
ENSG00000147124	ZNF41	non-DE	Yers-Salm	non-DE
ENSG00000147130	ZMYM3	Yers-Salm	non-DE	non-DE
ENSG00000147133	TAF1	non-DE	non-DE	non-DE
ENSG00000147140	NONO	18 h	All	non-DE
ENSG00000147144	CCDC120	18 h	Virulent	non-DE
ENSG00000147155	EBP	18 h	All	Yers-Salm
ENSG00000147162	OGT	non-DE	non-DE	non-DE
ENSG00000147164	SNX12	Yers-Salm	non-DE	non-DE
ENSG00000147166	ITGB1BP2	Yers-Salm	non-DE	non-DE
ENSG00000147168	IL2RG	18 & 48 h	All	All
ENSG00000147174	ACRC	48 h	non-DE	All
ENSG00000147202	DIAPH2	48 h	non-DE	All
ENSG00000147206	NXF3	non-DE	non-DE	non-DE
ENSG00000147224	PRPS1	18 h	All	non-DE
ENSG00000147231	CXorf57	18 h	Yers-Salm	Yers-Salm
ENSG00000147251	DOCK11	48 h	non-DE	All
ENSG00000147257	GPC3	Yers-Salm	non-DE	Yers-Salm
ENSG00000147274	RBMX	18 h	All	non-DE
ENSG00000147316	MCPH1	18 h	All	non-DE
ENSG00000147324	MFHAS1	18 h	All	non-DE
ENSG00000147364	FBXO25	non-DE	non-DE	non-DE
ENSG00000147382	FAM58A	18 h	All	non-DE
ENSG00000147383	NSDHL	18 h	All	non-DE
ENSG00000147394	ZNF185	18 & 48 h	All	All
ENSG00000147400	CETN2	non-DE	Yers-Salm	non-DE
ENSG00000147403	RPL10	18 & 48 h	Virulent	All
ENSG00000147408	CSGALNACT1	18 & 48 h	All	All
ENSG00000147416	ATP6V1B2	non-DE	non-DE	non-DE
ENSG00000147419	CCDC25	non-DE	non-DE	non-DE
ENSG00000147421	HMBOX1	18 h	All	non-DE
ENSG00000147434	CHRNA6	48 h	non-DE	All
ENSG00000147437	GNRH1	48 h	non-DE	All
ENSG00000147439	BIN3	18 h	All	Yers-Salm
ENSG00000147443	DOK2	Yers-Salm	Yers-Salm	Yers-Salm
ENSG00000147454	SLC25A37	All	All	All
ENSG00000147457	CHMP7	non-DE	non-DE	non-DE
ENSG00000147459	DOCK5	18 & 48 h	All	All
ENSG00000147471	PROSC	non-DE	non-DE	non-DE
ENSG00000147475	ERLIN2	non-DE	non-DE	non-DE
ENSG00000147488	ST18	non-DE	Yers-Salm	non-DE
ENSG00000147509	RGS20	Yers-Salm	non-DE	non-DE
ENSG00000147526	TACC1	non-DE	non-DE	non-DE
ENSG00000147533	GOLGA7	18 h	Virulent	Yers-Salm
ENSG00000147535	PPAPDC1B	48 h	non-DE	All
ENSG00000147536	GINS4	non-DE	non-DE	non-DE
ENSG00000147548	WHSC1L1	non-DE	Yers-Salm	non-DE
ENSG00000147570	DNAJC5B	non-DE	Yers-Salm	non-DE
ENSG00000147576	ADHFE1	non-DE	non-DE	non-DE
ENSG00000147586	MRPS28	18 h	All	Yers-Salm
ENSG00000147592	LACTB2	18 h	Virulent	non-DE
ENSG00000147601	TERF1	18 h	Virulent	non-DE
ENSG00000147604	RPL7	18 & 48 h	All	All
ENSG00000147614	ATP6V0D2	48 h	non-DE	All
ENSG00000147649	MTDH	non-DE	non-DE	non-DE
ENSG00000147650	LRP12	18 & 48 h	All	All
ENSG00000147654	EBAG9	18 h	Virulent	non-DE
ENSG00000147669	POLR2K	non-DE	non-DE	non-DE
ENSG00000147677	EIF3H	18 & 48 h	Yers-Salm	All
ENSG00000147679	UTP23	non-DE	non-DE	non-DE
ENSG00000147684	NDUFB9	18 & 48 h	All	All
ENSG00000147687	TATDN1	18 h	Virulent	Yers-Salm
ENSG00000147724	FAM135B	48 h	non-DE	All
ENSG00000147789	ZNF7	48 h	non-DE	All
ENSG00000147804	SLC39A4	18 h	All	non-DE
ENSG00000147813	NAPRT1	48 h	Yers-Salm	All
ENSG00000147852	VLDLR	18 & 48 h	All	All
ENSG00000147853	AK3	non-DE	non-DE	non-DE
ENSG00000147854	UHRF2	18 h	All	non-DE
ENSG00000147872	PLIN2	Yers-Salm	Virulent	non-DE
ENSG00000147874	HAUS6	non-DE	non-DE	non-DE
ENSG00000147883	CDKN2B	All	Virulent	All
ENSG00000147889	CDKN2A	non-DE	non-DE	non-DE
ENSG00000147894	C9orf72	18 & 48 h	All	All
ENSG00000147905	ZCCHC7	non-DE	non-DE	non-DE
ENSG00000147912	FBXO10	48 h	Yers-Salm	MTB
ENSG00000147955	SIGMAR1	18 h	All	non-DE
ENSG00000147996	CBWD5	non-DE	non-DE	non-DE
ENSG00000148019	CEP78	18 h	All	non-DE
ENSG00000148057	IDNK	non-DE	Yers-Salm	non-DE
ENSG00000148082	SHC3	non-DE	non-DE	non-DE
ENSG00000148090	AUH	non-DE	non-DE	non-DE
ENSG00000148110	HIATL1	Yers-Salm	non-DE	non-DE
ENSG00000148120	C9orf3	non-DE	non-DE	non-DE
ENSG00000148143	ZNF462	18 h	Virulent	Yers-Salm
ENSG00000148153	INIP	non-DE	non-DE	non-DE
ENSG00000148154	UGCG	18 h	All	non-DE
ENSG00000148158	SNX30	48 h	non-DE	All
ENSG00000148175	STOM	All	All	All
ENSG00000148180	GSN	48 h	Yers-Salm	non-DE
ENSG00000148187	MRRF	18 h	All	Yers-Salm
ENSG00000148200	NR6A1	Yers-Salm	non-DE	non-DE
ENSG00000148218	ALAD	48 h	non-DE	All
ENSG00000148225	WDR31	non-DE	non-DE	non-DE
ENSG00000148229	POLE3	18 h	All	non-DE
ENSG00000148248	SURF4	non-DE	non-DE	non-DE
ENSG00000148288	GBGT1	Yers-Salm	non-DE	non-DE
ENSG00000148290	SURF1	18 h	Virulent	non-DE
ENSG00000148291	SURF2	18 h	Virulent	non-DE
ENSG00000148296	SURF6	18 h	Virulent	non-DE
ENSG00000148297	MED22	Yers-Salm	non-DE	non-DE
ENSG00000148300	REXO4	18 h	Virulent	non-DE
ENSG00000148303	RPL7A	18 & 48 h	All	All
ENSG00000148308	GTF3C5	non-DE	non-DE	non-DE
ENSG00000148331	ASB6	18 h	All	non-DE
ENSG00000148334	PTGES2	18 h	All	non-DE
ENSG00000148335	NTMT1	18 h	All	non-DE
ENSG00000148337	CIZ1	48 h	non-DE	All
ENSG00000148339	SLC25A25	18 & 48 h	All	All
ENSG00000148341	SH3GLB2	non-DE	non-DE	non-DE
ENSG00000148343	FAM73B	non-DE	non-DE	non-DE
ENSG00000148344	PTGES	All	All	All
ENSG00000148356	LRSAM1	18 h	MTB	non-DE
ENSG00000148358	GPR107	18 & 48 h	All	All
ENSG00000148362	C9orf142	18 h	All	non-DE
ENSG00000148384	INPP5E	non-DE	non-DE	non-DE
ENSG00000148396	SEC16A	48 h	non-DE	All
ENSG00000148399	DPH7	All	All	MTB
ENSG00000148400	NOTCH1	non-DE	non-DE	non-DE
ENSG00000148411	NACC2	18 & 48 h	All	MTB
ENSG00000148426	PROSER2	non-DE	non-DE	non-DE
ENSG00000148429	USP6NL	18 & 48 h	All	All
ENSG00000148444	COMMD3	non-DE	non-DE	non-DE
ENSG00000148450	MSRB2	non-DE	non-DE	non-DE
ENSG00000148459	PDSS1	48 h	non-DE	MTB
ENSG00000148468	FAM171A1	non-DE	non-DE	non-DE
ENSG00000148481	FAM188A	18 h	All	non-DE
ENSG00000148483	TMEM236	18 & 48 h	All	All
ENSG00000148484	RSU1	18 h	Virulent	Yers-Salm
ENSG00000148488	ST8SIA6	non-DE	non-DE	non-DE
ENSG00000148498	PARD3	Yers-Salm	Yers-Salm	non-DE
ENSG00000148516	ZEB1	non-DE	non-DE	non-DE
ENSG00000148572	NRBF2	18 h	All	non-DE
ENSG00000148606	POLR3A	non-DE	non-DE	non-DE
ENSG00000148634	HERC4	18 h	All	non-DE
ENSG00000148655	C10orf11	non-DE	non-DE	non-DE
ENSG00000148660	CAMK2G	All	All	Yers-Salm
ENSG00000148671	ADIRF	48 h	non-DE	All
ENSG00000148672	GLUD1	18 & 48 h	All	All
ENSG00000148677	ANKRD1	All	All	All
ENSG00000148680	HTR7	non-DE	non-DE	non-DE
ENSG00000148688	RPP30	18 & 48 h	All	All
ENSG00000148690	FRA10AC1	non-DE	non-DE	non-DE
ENSG00000148700	ADD3	18 h	Yers-Salm	Yers-Salm
ENSG00000148719	DNAJB12	18 h	All	Yers-Salm
ENSG00000148730	EIF4EBP2	non-DE	non-DE	non-DE
ENSG00000148737	TCF7L2	18 & 48 h	All	All
ENSG00000148773	MKI67	18 h	All	Yers-Salm
ENSG00000148798	INA	Yers-Salm	non-DE	non-DE
ENSG00000148803	FUOM	18 h	Virulent	Yers-Salm
ENSG00000148814	LRRC27	non-DE	non-DE	non-DE
ENSG00000148824	MTG1	non-DE	Yers-Salm	non-DE
ENSG00000148832	PAOX	18 h	Virulent	non-DE
ENSG00000148834	GSTO1	non-DE	non-DE	non-DE
ENSG00000148835	TAF5	Yers-Salm	non-DE	non-DE
ENSG00000148840	PPRC1	18 h	Virulent	non-DE
ENSG00000148841	ITPRIP	18 & 48 h	All	All
ENSG00000148842	CNNM2	non-DE	non-DE	non-DE
ENSG00000148843	PDCD11	18 h	Virulent	non-DE
ENSG00000148848	ADAM12	Yers-Salm	Yers-Salm	non-DE
ENSG00000148908	RGS10	18 & 48 h	All	All
ENSG00000148925	BTBD10	18 h	All	non-DE
ENSG00000148926	ADM	All	All	All
ENSG00000148943	LIN7C	non-DE	non-DE	non-DE
ENSG00000148950	IMMP1L	non-DE	non-DE	non-DE
ENSG00000148985	PGAP2	18 h	All	non-DE
ENSG00000149016	TUT1	non-DE	non-DE	non-DE
ENSG00000149050	ZNF214	non-DE	non-DE	non-DE
ENSG00000149054	ZNF215	non-DE	non-DE	non-DE
ENSG00000149084	HSD17B12	non-DE	non-DE	non-DE
ENSG00000149089	APIP	18 h	Yers-Salm	non-DE
ENSG00000149091	DGKZ	Yers-Salm	non-DE	non-DE
ENSG00000149100	EIF3M	18 h	Virulent	non-DE
ENSG00000149115	TNKS1BP1	48 h	non-DE	All
ENSG00000149131	SERPING1	Yers-Salm	Yers-Salm	non-DE
ENSG00000149136	SSRP1	18 h	All	non-DE
ENSG00000149150	SLC43A1	18 & 48 h	All	All
ENSG00000149177	PTPRJ	18 & 48 h	Virulent	All
ENSG00000149179	C11orf49	non-DE	non-DE	non-DE
ENSG00000149182	ARFGAP2	non-DE	non-DE	non-DE
ENSG00000149187	CELF1	18 h	Virulent	non-DE
ENSG00000149196	C11orf73	non-DE	non-DE	non-DE
ENSG00000149212	SESN3	Yers-Salm	non-DE	Yers-Salm
ENSG00000149218	ENDOD1	18 h	All	non-DE
ENSG00000149231	CCDC82	18 h	Virulent	non-DE
ENSG00000149243	KLHL35	Yers-Salm	non-DE	non-DE
ENSG00000149257	SERPINH1	non-DE	non-DE	non-DE
ENSG00000149260	CAPN5	non-DE	non-DE	non-DE
ENSG00000149262	INTS4	non-DE	non-DE	non-DE
ENSG00000149269	PAK1	18 h	All	Yers-Salm
ENSG00000149273	RPS3	18 & 48 h	All	All
ENSG00000149289	ZC3H12C	18 & 48 h	Virulent	All
ENSG00000149292	TTC12	non-DE	non-DE	non-DE
ENSG00000149294	NCAM1	non-DE	non-DE	non-DE
ENSG00000149308	NPAT	non-DE	non-DE	non-DE
ENSG00000149311	ATM	non-DE	non-DE	non-DE
ENSG00000149313	AASDHPPT	non-DE	non-DE	non-DE
ENSG00000149328	GLB1L2	18 h	Virulent	non-DE
ENSG00000149346	SLX4IP	non-DE	non-DE	non-DE
ENSG00000149357	LAMTOR1	18 h	Yers-Salm	Yers-Salm
ENSG00000149380	P4HA3	non-DE	non-DE	non-DE
ENSG00000149418	ST14	18 & 48 h	All	All
ENSG00000149428	HYOU1	non-DE	non-DE	non-DE
ENSG00000149435	GGTLC1	non-DE	non-DE	non-DE
ENSG00000149474	CSRP2BP	18 h	All	non-DE
ENSG00000149476	DAK	48 h	non-DE	MTB
ENSG00000149480	MTA2	non-DE	non-DE	non-DE
ENSG00000149483	TMEM138	non-DE	non-DE	non-DE
ENSG00000149485	FADS1	18 h	All	non-DE
ENSG00000149489	ROM1	non-DE	Yers-Salm	non-DE
ENSG00000149499	EML3	Yers-Salm	non-DE	non-DE
ENSG00000149503	INCENP	non-DE	non-DE	Yers-Salm
ENSG00000149531	FRG1B	non-DE	non-DE	non-DE
ENSG00000149532	CPSF7	18 h	Virulent	Yers-Salm
ENSG00000149541	B3GAT3	18 h	Virulent	non-DE
ENSG00000149547	EI24	18 h	All	non-DE
ENSG00000149548	CCDC15	18 h	All	non-DE
ENSG00000149554	CHEK1	18 h	All	Yers-Salm
ENSG00000149557	FEZ1	18 & 48 h	All	All
ENSG00000149577	SIDT2	Yers-Salm	non-DE	Yers-Salm
ENSG00000149582	TMEM25	non-DE	non-DE	Yers-Salm
ENSG00000149591	TAGLN	Yers-Salm	non-DE	non-DE
ENSG00000149600	COMMD7	non-DE	non-DE	non-DE
ENSG00000149634	SPATA25	Yers-Salm	non-DE	non-DE
ENSG00000149635	OCSTAMP	non-DE	MTB	non-DE
ENSG00000149636	DSN1	18 h	All	Yers-Salm
ENSG00000149639	SOGA1	Yers-Salm	non-DE	non-DE
ENSG00000149657	LSM14B	48 h	non-DE	All
ENSG00000149658	YTHDF1	non-DE	non-DE	non-DE
ENSG00000149679	CABLES2	non-DE	non-DE	non-DE
ENSG00000149716	ORAOV1	non-DE	non-DE	non-DE
ENSG00000149743	TRPT1	non-DE	non-DE	non-DE
ENSG00000149761	NUDT22	non-DE	non-DE	non-DE
ENSG00000149781	FERMT3	Yers-Salm	non-DE	non-DE
ENSG00000149782	PLCB3	48 h	non-DE	All
ENSG00000149792	MRPL49	non-DE	non-DE	non-DE
ENSG00000149798	CDC42EP2	All	All	All
ENSG00000149806	FAU	18 & 48 h	Virulent	All
ENSG00000149809	TM7SF2	18 h	All	non-DE
ENSG00000149823	VPS51	18 & 48 h	All	All
ENSG00000149922	TBX6	Yers-Salm	non-DE	non-DE
ENSG00000149923	PPP4C	non-DE	non-DE	non-DE
ENSG00000149925	ALDOA	non-DE	non-DE	non-DE
ENSG00000149929	HIRIP3	18 & 48 h	All	All
ENSG00000149930	TAOK2	Yers-Salm	non-DE	non-DE
ENSG00000149932	TMEM219	non-DE	non-DE	non-DE
ENSG00000149948	HMGA2	48 h	non-DE	All
ENSG00000149968	MMP3	All	All	All
ENSG00000150048	CLEC1A	18 & 48 h	MTB	All
ENSG00000150054	MPP7	non-DE	non-DE	non-DE
ENSG00000150093	ITGB1	18 & 48 h	All	All
ENSG00000150165	ANXA8L1	non-DE	non-DE	non-DE
ENSG00000150281	CTF1	Yers-Salm	non-DE	non-DE
ENSG00000150316	CWC15	non-DE	non-DE	Yers-Salm
ENSG00000150337	FCGR1A	48 h	non-DE	MTB
ENSG00000150347	ARID5B	All	All	All
ENSG00000150401	DCUN1D2	non-DE	non-DE	non-DE
ENSG00000150403	TMCO3	18 h	All	non-DE
ENSG00000150433	TMEM218	All	All	Yers-Salm
ENSG00000150455	TIRAP	non-DE	non-DE	non-DE
ENSG00000150456	N6AMT2	18 h	All	non-DE
ENSG00000150457	LATS2	18 h	All	non-DE
ENSG00000150459	SAP18	Yers-Salm	non-DE	non-DE
ENSG00000150477	KIAA1328	18 h	All	non-DE
ENSG00000150510	FAM124A	All	All	All
ENSG00000150527	CTAGE5	18 h	Yers-Salm	non-DE
ENSG00000150540	HNMT	non-DE	Yers-Salm	non-DE
ENSG00000150551	LYPD1	non-DE	non-DE	non-DE
ENSG00000150593	PDCD4	48 h	non-DE	All
ENSG00000150627	WDR17	Yers-Salm	non-DE	non-DE
ENSG00000150630	VEGFC	18 & 48 h	All	MTB
ENSG00000150636	CCDC102B	18 & 48 h	MTB	MTB
ENSG00000150637	CD226	18 & 48 h	All	All
ENSG00000150681	RGS18	18 & 48 h	All	All
ENSG00000150687	PRSS23	Yers-Salm	non-DE	non-DE
ENSG00000150712	MTMR12	non-DE	non-DE	non-DE
ENSG00000150753	CCT5	18 h	All	non-DE
ENSG00000150756	FAM173B	Yers-Salm	Yers-Salm	non-DE
ENSG00000150760	DOCK1	non-DE	non-DE	non-DE
ENSG00000150764	DIXDC1	non-DE	non-DE	non-DE
ENSG00000150768	DLAT	non-DE	Yers-Salm	non-DE
ENSG00000150773	PIH1D2	18 h	All	non-DE
ENSG00000150776	C11orf57	non-DE	non-DE	non-DE
ENSG00000150779	TIMM8B	18 h	Virulent	non-DE
ENSG00000150782	IL18	Yers-Salm	Yers-Salm	non-DE
ENSG00000150787	PTS	18 & 48 h	MTB	All
ENSG00000150867	PIP4K2A	non-DE	non-DE	non-DE
ENSG00000150907	FOXO1	18 h	All	non-DE
ENSG00000150938	CRIM1	18 & 48 h	All	All
ENSG00000150961	SEC24D	48 h	non-DE	non-DE
ENSG00000150967	ABCB9	18 & 48 h	All	All
ENSG00000150977	RILPL2	18 & 48 h	All	All
ENSG00000150990	DHX37	18 h	All	non-DE
ENSG00000150991	UBC	18 h	Virulent	non-DE
ENSG00000150995	ITPR1	18 & 48 h	All	All
ENSG00000151006	PRSS53	non-DE	non-DE	non-DE
ENSG00000151012	SLC7A11	All	All	All
ENSG00000151014	CCRN4L	Yers-Salm	non-DE	non-DE
ENSG00000151062	CACNA2D4	Yers-Salm	non-DE	non-DE
ENSG00000151065	DCP1B	Yers-Salm	non-DE	non-DE
ENSG00000151090	THRB	non-DE	Yers-Salm	non-DE
ENSG00000151092	NGLY1	non-DE	non-DE	non-DE
ENSG00000151093	OXSM	48 h	non-DE	All
ENSG00000151116	UEVLD	non-DE	non-DE	non-DE
ENSG00000151117	TMEM86A	18 & 48 h	All	All
ENSG00000151131	C12orf45	non-DE	non-DE	non-DE
ENSG00000151135	C12orf23	Yers-Salm	non-DE	non-DE
ENSG00000151136	BTBD11	18 & 48 h	All	All
ENSG00000151148	UBE3B	18 h	All	non-DE
ENSG00000151151	IPMK	non-DE	non-DE	non-DE
ENSG00000151164	RAD9B	non-DE	non-DE	non-DE
ENSG00000151176	PLBD2	non-DE	non-DE	non-DE
ENSG00000151208	DLG5	48 h	non-DE	All
ENSG00000151229	SLC2A13	non-DE	non-DE	non-DE
ENSG00000151233	GXYLT1	non-DE	non-DE	non-DE
ENSG00000151239	TWF1	Yers-Salm	non-DE	non-DE
ENSG00000151240	DIP2C	non-DE	non-DE	Yers-Salm
ENSG00000151247	EIF4E	non-DE	non-DE	non-DE
ENSG00000151287	TEX30	non-DE	Yers-Salm	non-DE
ENSG00000151292	CSNK1G3	18 h	All	non-DE
ENSG00000151304	SRFBP1	non-DE	non-DE	non-DE
ENSG00000151320	AKAP6	non-DE	non-DE	non-DE
ENSG00000151327	FAM177A1	18 h	All	non-DE
ENSG00000151332	MBIP	non-DE	non-DE	non-DE
ENSG00000151348	EXT2	Yers-Salm	non-DE	non-DE
ENSG00000151353	TMEM18	non-DE	non-DE	non-DE
ENSG00000151364	KCTD14	48 h	non-DE	All
ENSG00000151366	NDUFC2	18 h	All	non-DE
ENSG00000151376	ME3	18 & 48 h	All	All
ENSG00000151388	ADAMTS12	non-DE	non-DE	non-DE
ENSG00000151413	NUBPL	18 h	All	Yers-Salm
ENSG00000151414	NEK7	Yers-Salm	non-DE	non-DE
ENSG00000151422	FER	18 h	Virulent	non-DE
ENSG00000151445	VIPAS39	non-DE	non-DE	non-DE
ENSG00000151458	ANKRD50	non-DE	non-DE	non-DE
ENSG00000151461	UPF2	non-DE	non-DE	non-DE
ENSG00000151465	CDC123	Yers-Salm	Yers-Salm	Yers-Salm
ENSG00000151466	SCLT1	48 h	non-DE	All
ENSG00000151468	CCDC3	non-DE	non-DE	non-DE
ENSG00000151470	C4orf33	Yers-Salm	Yers-Salm	non-DE
ENSG00000151474	FRMD4A	18 h	All	non-DE
ENSG00000151490	PTPRO	non-DE	non-DE	Yers-Salm
ENSG00000151491	EPS8	18 & 48 h	All	All
ENSG00000151498	ACAD8	Yers-Salm	non-DE	non-DE
ENSG00000151500	THYN1	18 h	All	All
ENSG00000151502	VPS26B	All	Virulent	All
ENSG00000151503	NCAPD3	18 h	All	Yers-Salm
ENSG00000151532	VTI1A	18 h	Virulent	All
ENSG00000151552	QDPR	18 h	All	Yers-Salm
ENSG00000151553	FAM160B1	Yers-Salm	non-DE	non-DE
ENSG00000151575	TEX9	non-DE	Yers-Salm	non-DE
ENSG00000151576	QTRTD1	non-DE	non-DE	non-DE
ENSG00000151611	MMAA	Yers-Salm	non-DE	non-DE
ENSG00000151612	ZNF827	non-DE	non-DE	non-DE
ENSG00000151632	AKR1C2	48 h	non-DE	MTB
ENSG00000151640	DPYSL4	non-DE	non-DE	non-DE
ENSG00000151650	VENTX	Yers-Salm	non-DE	non-DE
ENSG00000151651	ADAM8	non-DE	non-DE	non-DE
ENSG00000151657	KIN	18 h	All	non-DE
ENSG00000151665	PIGF	non-DE	non-DE	non-DE
ENSG00000151687	ANKAR	48 h	non-DE	All
ENSG00000151689	INPP1	Yers-Salm	Yers-Salm	non-DE
ENSG00000151690	MFSD6	non-DE	non-DE	non-DE
ENSG00000151692	RNF144A	Yers-Salm	Yers-Salm	non-DE
ENSG00000151693	ASAP2	18 & 48 h	All	All
ENSG00000151694	ADAM17	18 h	All	non-DE
ENSG00000151702	FLI1	18 & 48 h	All	All
ENSG00000151704	KCNJ1	non-DE	non-DE	non-DE
ENSG00000151715	TMEM45B	18 & 48 h	MTB	All
ENSG00000151718	WWC2	non-DE	non-DE	non-DE
ENSG00000151725	MLF1IP	18 h	All	Yers-Salm
ENSG00000151726	ACSL1	All	All	All
ENSG00000151729	SLC25A4	non-DE	non-DE	non-DE
ENSG00000151743	AMN1	18 h	All	non-DE
ENSG00000151746	BICD1	Yers-Salm	Yers-Salm	non-DE
ENSG00000151748	SAV1	All	All	MTB
ENSG00000151773	CCDC122	non-DE	non-DE	non-DE
ENSG00000151779	NBAS	non-DE	non-DE	non-DE
ENSG00000151790	TDO2	non-DE	non-DE	Yers-Salm
ENSG00000151806	GUF1	18 h	All	non-DE
ENSG00000151835	SACS	Yers-Salm	Yers-Salm	non-DE
ENSG00000151846	PABPC3	non-DE	non-DE	non-DE
ENSG00000151849	CENPJ	Yers-Salm	non-DE	non-DE
ENSG00000151876	FBXO4	18 h	All	non-DE
ENSG00000151881	C5orf28	non-DE	non-DE	non-DE
ENSG00000151883	PARP8	48 h	Yers-Salm	MTB
ENSG00000151893	CACUL1	18 h	All	Yers-Salm
ENSG00000151914	DST	18 h	All	non-DE
ENSG00000151923	TIAL1	non-DE	non-DE	non-DE
ENSG00000151929	BAG3	non-DE	non-DE	non-DE
ENSG00000151948	GLT1D1	18 & 48 h	All	All
ENSG00000152022	LIX1L	18 & 48 h	All	non-DE
ENSG00000152042	NBPF11	18 h	Virulent	Yers-Salm
ENSG00000152056	AP1S3	non-DE	non-DE	non-DE
ENSG00000152061	RABGAP1L	Yers-Salm	non-DE	Yers-Salm
ENSG00000152082	MZT2B	18 & 48 h	All	All
ENSG00000152102	FAM168B	Yers-Salm	Yers-Salm	non-DE
ENSG00000152104	PTPN14	non-DE	Yers-Salm	non-DE
ENSG00000152127	MGAT5	18 & 48 h	All	All
ENSG00000152128	TMEM163	non-DE	non-DE	non-DE
ENSG00000152133	GPATCH11	Yers-Salm	non-DE	All
ENSG00000152147	GEMIN6	18 h	All	non-DE
ENSG00000152193	RNF219	non-DE	non-DE	non-DE
ENSG00000152207	CYSLTR2	non-DE	non-DE	non-DE
ENSG00000152213	ARL11	Yers-Salm	Yers-Salm	non-DE
ENSG00000152219	ARL14EP	non-DE	non-DE	non-DE
ENSG00000152223	EPG5	18 h	Virulent	non-DE
ENSG00000152229	PSTPIP2	All	All	All
ENSG00000152234	ATP5A1	18 h	All	Yers-Salm
ENSG00000152240	HAUS1	18 h	All	non-DE
ENSG00000152242	C18orf25	18 & 48 h	All	All
ENSG00000152253	SPC25	18 h	All	Yers-Salm
ENSG00000152256	PDK1	18 & 48 h	All	All
ENSG00000152270	PDE3B	18 h	All	non-DE
ENSG00000152284	TCF7L1	18 h	All	non-DE
ENSG00000152291	TGOLN2	18 h	All	non-DE
ENSG00000152315	KCNK13	non-DE	non-DE	non-DE
ENSG00000152332	UHMK1	non-DE	non-DE	non-DE
ENSG00000152348	ATG10	non-DE	non-DE	non-DE
ENSG00000152359	POC5	non-DE	non-DE	non-DE
ENSG00000152380	FAM151B	18 h	All	non-DE
ENSG00000152382	TADA1	18 h	All	non-DE
ENSG00000152404	CWF19L2	non-DE	Yers-Salm	non-DE
ENSG00000152409	JMY	non-DE	non-DE	non-DE
ENSG00000152413	HOMER1	48 h	non-DE	All
ENSG00000152422	XRCC4	18 h	All	non-DE
ENSG00000152433	ZNF547	non-DE	non-DE	non-DE
ENSG00000152439	ZNF773	non-DE	non-DE	Yers-Salm
ENSG00000152443	ZNF776	non-DE	Yers-Salm	non-DE
ENSG00000152454	ZNF256	48 h	Yers-Salm	All
ENSG00000152455	SUV39H2	18 h	All	non-DE
ENSG00000152457	DCLRE1C	non-DE	non-DE	non-DE
ENSG00000152464	RPP38	18 h	All	non-DE
ENSG00000152465	NMT2	18 h	All	non-DE
ENSG00000152475	ZNF837	18 & 48 h	All	All
ENSG00000152484	USP12	All	All	All
ENSG00000152492	CCDC50	Yers-Salm	Yers-Salm	non-DE
ENSG00000152503	TRIM36	18 h	Virulent	All
ENSG00000152518	ZFP36L2	All	Yers-Salm	All
ENSG00000152520	PAN3	18 h	All	non-DE
ENSG00000152556	PFKM	18 h	Virulent	Yers-Salm
ENSG00000152558	TMEM123	Yers-Salm	non-DE	non-DE
ENSG00000152582	SPEF2	non-DE	non-DE	non-DE
ENSG00000152601	MBNL1	Yers-Salm	non-DE	non-DE
ENSG00000152620	NADK2	non-DE	non-DE	non-DE
ENSG00000152642	GPD1L	18 & 48 h	All	All
ENSG00000152661	GJA1	48 h	non-DE	All
ENSG00000152683	SLC30A6	non-DE	non-DE	All
ENSG00000152684	PELO	48 h	non-DE	All
ENSG00000152689	RASGRP3	non-DE	Yers-Salm	non-DE
ENSG00000152700	SAR1B	non-DE	non-DE	non-DE
ENSG00000152726	FAM21B	non-DE	non-DE	non-DE
ENSG00000152749	GPR180	Yers-Salm	non-DE	non-DE
ENSG00000152760	TCTEX1D1	non-DE	non-DE	Yers-Salm
ENSG00000152763	WDR78	non-DE	Yers-Salm	non-DE
ENSG00000152766	ANKRD22	All	All	All
ENSG00000152767	FARP1	18 & 48 h	All	All
ENSG00000152778	IFIT5	All	Yers-Salm	All
ENSG00000152782	PANK1	18 h	All	non-DE
ENSG00000152784	PRDM8	All	All	All
ENSG00000152795	HNRNPDL	non-DE	non-DE	non-DE
ENSG00000152804	HHEX	All	All	Yers-Salm
ENSG00000152818	UTRN	non-DE	non-DE	non-DE
ENSG00000152894	PTPRK	Yers-Salm	non-DE	non-DE
ENSG00000152904	GGPS1	non-DE	non-DE	non-DE
ENSG00000152926	ZNF117	18 h	All	non-DE
ENSG00000152942	RAD17	non-DE	non-DE	non-DE
ENSG00000152944	MED21	non-DE	non-DE	non-DE
ENSG00000152952	PLOD2	18 & 48 h	All	All
ENSG00000152953	STK32B	48 h	non-DE	All
ENSG00000152990	GPR125	18 h	All	non-DE
ENSG00000153006	SREK1IP1	non-DE	non-DE	non-DE
ENSG00000153012	LGI2	18 h	Virulent	non-DE
ENSG00000153015	CWC27	non-DE	non-DE	non-DE
ENSG00000153029	MR1	Yers-Salm	Yers-Salm	non-DE
ENSG00000153037	SRP19	non-DE	non-DE	non-DE
